symbol	all	control	tgf	tnf	mix
KLHL7	9	7	6	7	7
CBX3	4	4	3	4	6
HNRNPA2B1	4	4	3	4	6
WIPF3	6	6	1	7	9
FAM126A	9	7	6	6	7
INHBA	3	3	7	8	1
FKBP9	9	9	9	8	9
ARL4A	9	1	6	6	6
POLM	7	8	9	4	6
GLIPR2	3	6	1	7	2
CLTA	4	3	4	6	6
RECK	4	4	5	6	6
ACO1	7	1	3	5	4
KIAA1549	9	7	9	6	7
TRIM24	4	1	4	8	7
CYREN	8	7	4	1	6
CALD1	3	3	8	8	1
PLAU	4	3	8	9	7
SRGN	5	4	2	4	5
CHST3	7	1	5	6	6
BICC1	9	7	1	7	9
CISD1	8	3	4	8	2
P4HA1	4	4	9	4	2
ZWINT	5	8	5	5	4
VPS26A	4	4	3	8	6
CIT	5	8	3	5	4
CDKN2C	5	8	5	5	5
RASSF8	4	1	3	4	7
BHLHE41	7	1	9	9	4
SSPN	6	9	1	7	7
ITPR2	4	2	4	8	7
CCDC91	9	9	6	6	6
WWP1	9	3	8	6	9
ACOT9	9	1	3	8	7
PRDX4	4	1	3	6	6
DDX39A	9	3	9	7	7
PKN1	6	6	6	7	9
WDR83	9	7	4	6	9
EBPL	7	5	3	5	4
ZC3H13	7	4	9	6	9
NLN	7	1	3	4	7
CENPK	4	8	3	5	6
OPTN	8	3	2	1	2
NCKAP1L	9	7	9	7	8
MMP19	8	1	4	8	7
ORMDL2	9	3	6	6	6
PDE1B	9	7	6	7	9
CDK2	4	4	3	4	6
TUBA1B	4	8	3	4	6
KBTBD4	4	1	9	4	6
HJURP	5	8	5	5	4
AMD1	7	1	9	4	7
MORF4L2	4	4	4	4	6
ESX1	5	8	5	5	5
RAB9A	4	4	4	8	6
METTL8	9	9	6	7	9
NMI	8	4	2	1	2
BAZ2B	9	7	8	7	9
G0S2	5	8	5	9	5
KCNJ2	6	6	1	7	9
EXOSC9	4	4	8	6	6
AGO2	7	4	9	4	7
MXD4	9	9	6	8	9
CKS2	5	8	5	5	4
ACSL3	8	2	6	8	2
DNPEP	8	1	2	8	6
FAM124B	7	5	3	6	4
SLC12A4	9	3	4	6	2
FAM210B	9	9	8	7	9
TTPAL	6	7	1	7	2
PREX1	5	5	5	4	4
SDC4	8	2	2	9	8
PARD6B	6	6	1	7	9
ATP5F1E	9	9	9	6	9
CHD6	9	3	9	8	9
TOX2	7	5	2	4	5
ZNFX1	8	3	2	1	2
CSE1L	7	8	3	6	7
PTGIS	9	7	6	7	9
SNAI1	3	4	8	6	2
PMEPA1	3	3	7	6	1
RNF114	8	1	9	8	2
ZBP1	9	7	6	7	9
MTRR	4	4	5	4	6
PEPD	7	1	3	4	4
STAMBP	4	4	4	6	6
NAGK	8	3	2	1	6
MPHOSPH10	4	4	4	8	6
USP22	7	1	3	6	4
HIF3A	6	6	1	7	9
BTN2A2	8	2	4	1	1
WRNIP1	4	4	3	4	6
SNRPC	4	4	3	4	6
SERPINB6	7	9	5	4	4
MOCS1	9	7	4	6	2
MEA1	7	5	3	4	4
CDKN1A	9	3	6	8	6
SOX4	9	6	9	6	9
GLO1	4	4	3	4	7
CPNE5	9	7	8	6	9
SSR1	9	4	9	6	9
NRN1	4	4	3	8	4
SLC35B3	4	4	9	6	6
NUP153	4	4	4	4	6
DEK	5	8	3	4	4
EEF1E1	4	4	4	4	6
LRRFIP1	4	5	9	6	6
CXCL6	8	1	4	3	8
AHNAK	5	5	5	4	5
MT1G	4	2	5	4	6
MT2A	8	2	2	9	8
RAP2A	7	4	9	4	6
EFNB2	7	5	3	5	6
TM9SF2	4	4	3	8	6
HROB	7	1	9	4	7
IRF1	8	6	6	9	7
UPF3B	7	1	3	4	7
NDUFA1	9	3	4	7	6
BMP4	9	9	8	6	4
MRPS7	4	4	3	4	6
NUP85	4	1	9	4	7
PPP1R12C	7	1	3	4	7
MBOAT7	9	9	3	6	9
INSIG2	4	4	9	6	6
POLR1B	4	3	3	4	6
PSD4	6	7	6	7	9
ALKBH7	9	9	6	6	9
THOC2	4	1	3	6	9
MED1	4	1	3	4	7
RPL23	7	4	9	5	4
ATG4C	4	5	3	6	6
CD70	8	3	6	8	2
TRIP10	4	3	9	4	7
GPR108	4	1	4	4	6
FOSB	7	4	5	4	7
SNRPD2	9	1	9	6	7
SYMPK	9	7	6	7	9
SDCBP2	7	4	9	4	4
CD93	7	5	5	4	4
PSMF1	4	4	2	4	4
DTD1	7	4	5	4	4
RBCK1	8	1	2	8	6
TMX4	4	4	4	4	4
NRSN2	9	7	6	8	9
RRBP1	3	2	8	6	2
BMP2	8	4	2	9	8
PCSK2	9	7	5	7	7
MKKS	4	4	3	4	6
DSTN	3	3	8	6	2
MGME1	4	8	5	6	6
NCLN	4	1	3	4	6
HNRNPR	4	4	3	4	7
ZNF436	7	5	3	4	4
MAX	4	4	6	8	6
MMP24	9	9	6	6	6
ID1	5	5	5	4	5
EIF2S2	4	4	3	6	6
ERGIC3	6	6	1	7	9
ROMO1	6	6	1	7	9
HECTD3	7	1	3	4	6
PCID2	7	1	3	4	4
CAPNS1	7	9	9	4	4
RBM42	9	3	3	6	9
FFAR2	9	7	9	7	9
COX6B1	9	7	9	7	9
IRF3	9	7	6	6	9
PRMT1	7	1	3	4	7
RRAS	6	6	6	7	9
SCAF1	6	6	6	7	9
SBDS	4	4	3	4	6
STAT5A	8	3	3	9	8
WNK4	7	9	8	6	6
TRAP1	7	5	5	4	4
GLIS2	4	4	5	4	6
DNAJC8	4	4	3	4	6
IFI6	1	6	4	3	3
UXT	9	9	6	6	7
TIMM17B	9	7	6	7	6
RHOJ	7	1	3	6	9
DLGAP5	5	8	5	5	5
L3HYPDH	4	4	8	6	2
ZBTB1	4	4	6	6	7
TRMT5	9	7	6	7	7
SGPP1	4	3	4	6	6
PLEKHG3	9	3	6	8	2
DYNC2I1	7	1	3	4	7
AIF1L	7	9	3	5	5
FAM78A	7	1	3	6	4
SLC10A3	7	1	5	4	6
MAP2K2	9	9	9	4	9
CANX	4	4	3	4	6
IPPK	4	1	9	4	9
HIVEP3	9	7	9	6	9
PPCS	4	1	6	8	6
RAP1B	4	4	4	8	6
RAB3IP	7	1	5	4	7
LRRC61	9	7	9	1	6
FGFRL1	3	3	8	6	2
UBR4	7	1	5	4	7
ADGRE2	9	7	6	7	9
SIN3B	4	1	3	6	7
SLC35E1	6	6	6	7	9
KLF2	5	5	3	5	5
SYNGR3	8	3	4	1	2
PKMYT1	5	4	5	5	5
CHTF18	7	8	3	4	4
TUBBP1	9	3	9	4	7
SMARCA4	4	1	9	4	6
KDM4B	9	9	6	6	7
TICAM1	8	2	4	8	6
TUBA4A	5	5	5	5	4
AAMP	4	4	3	4	7
ECHS1	9	1	6	8	7
GNG11	7	5	3	6	5
POR	9	7	9	8	9
GNAI1	4	1	4	6	4
PAICS	4	4	3	4	7
KDR	7	5	3	4	4
TUBGCP6	9	7	6	7	7
DGCR6L	7	1	5	4	7
SDF2L1	4	3	9	8	2
ATF4	9	3	8	6	9
A4GALT	8	3	4	8	6
CDC42EP1	9	3	8	6	9
APOL3	8	3	2	1	8
TST	9	9	3	8	7
APOL2	8	3	2	1	8
RAC2	5	4	2	9	5
APOBEC3A	9	7	9	6	7
APOBEC3F	9	7	4	8	6
EMC4	4	4	3	4	6
SPECC1	9	3	6	6	2
CPA4	7	9	5	6	4
DOCK4	7	4	5	4	4
ATP6V1F	4	1	3	8	6
PODXL	3	8	8	5	2
FOXP2	9	7	6	7	9
FLNC	7	1	5	5	4
LRRC17	9	3	8	8	9
MYO1B	4	1	8	6	6
PDE11A	9	7	6	7	9
HAT1	4	4	3	4	6
TWSG1	4	4	3	8	6
CGNL1	7	5	5	5	6
CCDC32	9	7	4	6	9
INO80	4	4	3	4	7
ALDH1A2	5	5	5	4	5
KNSTRN	5	8	3	5	4
DUT	7	4	3	5	4
CHAC1	9	1	6	6	2
THAP10	4	4	4	4	6
LOXL1	3	3	8	6	2
ANAPC13	7	5	5	4	4
MBD4	4	4	3	4	6
COPB1	4	4	9	6	6
PSMA1	4	4	4	4	6
PALLD	3	3	7	7	1
SPCS3	4	4	9	4	6
E2F8	7	5	5	6	6
PIMREG	5	8	3	5	7
RPAIN	7	5	9	4	7
PLD2	9	1	3	4	7
KIF1C	7	1	3	4	4
CDKN2D	7	1	3	4	4
MTUS1	7	5	5	6	5
RIPK3	3	3	8	6	2
ADCY4	9	9	6	6	9
RAB2B	6	6	1	7	9
BCL2L2	4	4	3	4	6
PARP2	4	4	3	4	7
SNX6	7	1	9	8	7
EAPP	7	1	9	6	6
RNASE1	7	9	8	5	4
DAD1	9	3	1	8	2
REEP5	4	4	4	6	2
SEC14L1	7	5	2	4	4
RHBDF2	8	3	4	8	2
MAP7D3	7	5	9	6	9
TTI2	9	9	1	8	9
KLF16	9	9	4	7	9
DOHH	4	4	3	4	7
PHF10	7	1	2	8	4
PRRG3	6	6	1	7	9
SAT1	8	1	2	1	5
SH3BP4	7	4	3	5	4
LDLR	8	1	6	8	6
ELOF1	9	3	9	6	9
PRKCSH	9	9	6	7	9
CNN1	9	7	6	6	2
CDC16	7	1	9	4	4
THEM6	7	5	3	4	4
DPP6	6	7	1	7	9
FAM98C	9	7	6	7	7
PLVAP	5	4	5	5	5
BST2	1	1	4	3	3
COLGALT1	8	3	4	8	9
DDA1	4	2	3	4	6
MRPL34	4	4	3	4	6
PGLS	9	9	9	6	7
TULP4	9	7	6	6	2
SNX9	4	4	3	4	7
MTRES1	4	1	9	6	6
RSPH3	9	7	4	7	9
MLLT1	7	5	5	4	4
AFDN	9	7	9	8	7
ACTN4	9	9	9	6	9
ZSWIM6	4	4	9	6	9
MAP1S	9	3	9	6	9
PXDN	8	3	6	1	2
GDF15	9	9	8	7	6
PGPEP1	9	9	6	6	7
LSM4	5	1	3	5	4
JUND	9	9	9	8	9
ZNF557	9	7	6	7	9
SAG	9	7	9	7	9
HELZ2	1	3	2	3	1
COL5A1	3	3	7	6	1
TUBGCP2	9	9	9	6	9
PAK4	9	1	6	6	7
LAMA5	5	1	2	8	5
ADRM1	9	3	9	6	7
ASS1	3	9	7	6	7
CHMP2A	9	9	6	8	6
UBE2M	7	1	9	4	7
YIPF2	9	9	6	7	9
TMEM160	9	7	3	4	7
ZC3H4	7	1	3	4	4
GMFG	7	9	2	6	4
THEMIS2	8	3	4	1	2
HIP1R	7	9	9	6	7
EIF3G	9	9	9	6	7
SHFL	8	3	2	1	1
DNMT1	5	8	5	5	4
ZNF426	6	6	1	7	9
SLC6A8	7	1	9	5	9
DKC1	7	4	5	4	7
PLXNA3	9	9	6	7	9
MPP1	7	5	3	4	4
LRP3	9	9	6	8	7
PPIL4	4	4	3	6	6
ULBP2	4	4	3	6	6
AKAP12	4	2	2	5	8
SYNE1	9	7	1	8	6
RBM39	4	1	3	6	7
DEFB118	6	6	1	7	9
ZNF428	9	7	4	7	7
COX4I1	9	7	6	7	9
EMC8	4	4	3	4	6
GINS2	5	5	5	5	4
COX7B	9	9	6	7	7
NFATC1	7	1	4	4	4
CAP1	4	1	6	4	2
MRPS25	4	4	3	5	7
SH3BP5	8	1	2	1	4
GALNT15	9	9	6	8	4
SLC6A6	3	3	8	6	2
PDLIM4	8	3	9	8	8
GFPT2	8	2	2	9	8
PSME3	4	4	3	4	6
ACLY	4	4	3	4	6
RAMP2	7	9	8	5	6
NDUFA2	9	1	6	6	6
ANKHD1	4	1	9	6	7
DIAPH1	7	5	5	4	4
UBE2D2	4	4	3	4	6
TRAF7	9	1	6	6	9
NINJ1	8	3	1	9	2
MAP1B	7	9	9	8	4
RHOXF2	6	6	1	7	9
IL13RA1	3	3	8	6	2
TOP2A	5	8	5	5	5
KHDRBS3	7	1	3	5	7
PRKAB2	4	3	6	6	2
PDHA1	4	4	3	4	6
MCCC2	4	2	4	8	6
SELENOS	4	4	9	8	2
SNRPA1	4	4	3	4	6
RHPN2	6	6	1	7	9
GCH1	8	2	4	1	2
LGALS3	9	9	4	8	6
DNAJB1	7	1	3	4	6
ZSWIM4	9	3	4	8	9
DCAF15	9	7	6	7	7
TRIM21	8	3	6	1	2
PPARG	9	7	6	6	9
ENOSF1	7	1	9	6	7
TRIM22	8	3	9	1	2
RRP8	9	7	6	7	2
IMMT	7	4	5	4	7
PER2	6	7	6	7	9
PTPRE	3	7	8	7	2
RAN	4	4	3	4	6
RPA1	5	4	3	4	4
UBE2G1	4	4	3	4	7
COQ3	4	4	3	4	6
SEC61G	4	4	3	4	2
LANCL2	3	3	8	6	2
UTP3	4	4	4	4	6
ITGB4	9	9	9	6	4
WBP2	9	3	2	8	7
H3-3B	4	4	4	8	2
UNK	7	1	9	6	7
TRIM47	8	2	2	9	2
ZRANB2	4	4	9	6	6
EIF5A	9	3	3	9	7
GPS2	7	1	3	4	6
XAF1	1	3	9	3	1
MATN2	9	3	6	6	9
REEP2	7	9	9	4	7
SDF2	9	3	4	6	2
FLOT2	7	9	2	8	4
NIP7	4	4	3	4	6
TERF2	7	1	3	6	4
VPS4A	7	1	5	4	7
PCNA	4	8	3	4	6
POLR3F	4	4	3	4	6
RIN2	9	7	9	6	9
NES	7	1	5	5	7
ARHGEF11	4	1	4	6	7
DCAF8	4	1	4	4	7
SYT11	9	1	2	8	9
IGHMBP2	6	7	1	7	9
DPH2	4	1	3	4	6
NASP	7	4	5	5	4
LPIN3	6	6	6	7	9
RBM38	7	2	2	4	7
VSTM2L	3	7	8	6	2
AP3B1	4	4	3	4	6
PATJ	9	7	6	7	9
ATP8A2	9	7	6	7	9
POMP	4	4	9	8	2
ALOX5AP	9	3	4	8	2
HMGB1P5	7	4	3	5	7
WASF3	7	5	9	6	4
MYH10	9	1	8	6	9
PEMT	9	7	6	6	7
MPRIP	4	4	5	4	6
SLC41A1	8	3	9	8	2
EPSTI1	1	3	4	3	3
POSTN	5	2	5	5	4
RFC3	4	8	3	5	4
STARD13	4	4	4	4	7
TCEAL4	4	1	3	4	4
BEX1	3	7	1	6	6
EPHB2	9	3	6	6	9
BTBD2	7	9	9	4	7
PRAM1	9	7	6	6	7
HSPBP1	9	9	9	6	9
CSNK1G2	9	3	9	7	9
CNDP2	8	3	9	8	2
RTN3	4	1	3	6	7
PLAAT4	8	9	4	1	2
PDZD2	8	1	4	8	7
MORC2	6	6	1	7	9
GSTT2B	4	1	8	6	6
C1QTNF6	9	7	9	6	6
SEC14L4	9	7	6	6	7
GIMAP6	7	5	4	4	5
GIMAP4	7	5	2	8	5
AGAP3	9	9	6	6	6
ATP13A3	8	2	4	8	2
TMTC1	7	9	4	6	4
IMPA1	4	4	9	6	6
SWAP70	4	4	6	4	2
LYVE1	5	5	3	5	5
SBF2	9	7	1	7	9
MICAL2	3	4	8	6	2
ZFC3H1	4	4	3	4	7
RNF122	6	6	1	7	9
MEN1	7	1	3	4	4
DGLUCY	4	1	9	6	6
NUMB	9	7	6	8	9
MED6	9	1	6	8	6
EIF2S1	4	4	3	4	9
LOXL2	4	4	2	4	6
MBD2	4	4	3	4	4
CCNB1	5	8	5	5	5
CDK7	4	4	4	4	6
IRAK2	8	2	2	9	8
BHLHE40	4	2	5	4	8
MEIS2	7	1	9	6	4
EMC7	4	4	4	4	6
PRPF38B	9	4	4	7	9
TSPAN2	3	3	7	6	3
GSTM3	9	9	6	6	6
PSRC1	5	8	4	5	4
SORT1	9	7	8	6	9
NOTCH2	8	4	6	8	2
FKBP11	3	4	8	6	2
ARF3	4	4	4	4	6
TMEM106C	5	5	3	4	4
SLC38A2	9	9	6	8	6
KIDINS220	4	4	4	6	6
ROCK2	7	1	3	4	7
RSAD2	1	7	6	3	1
MYCN	7	5	4	5	4
LPIN1	9	7	6	8	9
CMPK2	1	3	6	3	3
IAH1	9	7	6	8	7
LDHA	5	8	5	5	4
SAA2	4	3	4	8	2
IL6ST	4	4	2	8	4
FST	6	6	6	7	2
NAV1	7	1	9	6	4
CDC73	4	4	9	4	9
RPS15A	7	4	9	5	4
NARS1	4	4	8	6	2
RBM17	7	4	3	4	7
IL15RA	8	2	2	1	8
CCNH	4	4	3	4	6
CABLES1	3	9	8	6	4
EMP1	5	5	3	6	5
KLRD1	9	7	6	7	9
DDB2	9	3	4	7	2
RAB33A	3	2	8	6	1
PUM1	4	4	3	4	7
CDCA8	5	8	4	5	5
GNL2	4	4	3	6	6
BTF3L4	4	4	3	6	6
DSC2	9	7	4	7	7
RNF138	4	4	5	8	7
ELP2	9	9	6	8	9
FHOD3	3	3	7	6	2
TPGS2	4	1	4	6	6
SLC43A3	7	1	5	4	4
TIMM10	7	1	9	4	7
FADS2	6	6	1	7	9
C5AR2	9	7	6	7	2
TMEM165	4	4	9	6	2
PDGFRA	6	6	6	7	9
COL4A2	3	3	7	8	1
DZIP1	9	1	9	6	2
POGLUT2	4	4	3	4	6
ARHGAP32	6	7	1	7	9
ETS1	4	4	3	9	8
TMED7	4	4	9	6	6
APC	4	2	3	6	2
NREP	4	4	8	6	6
OSTF1	9	9	9	8	7
RFK	7	5	9	6	4
ANXA1	4	5	4	6	4
CTSL	4	8	5	4	6
CEMIP2	3	1	8	6	2
GOLM1	4	4	3	8	2
PSAT1	4	8	8	4	6
ADAM19	6	6	1	7	2
HAVCR2	9	7	6	6	9
MSI1	9	7	1	7	9
FBXO21	9	7	3	7	9
OASL	1	3	9	3	1
RNFT2	9	7	9	7	2
P2RX4	9	9	6	1	9
TRAFD1	8	3	4	8	6
CCDC146	9	1	6	6	2
SRPK2	7	1	3	6	7
TES	3	3	8	6	2
MTO1	9	7	6	7	2
SYNCRIP	4	4	3	4	6
NT5E	4	4	3	8	2
ORC3	4	4	4	4	6
PRR5L	3	3	8	6	2
LMO2	7	5	3	6	4
NAT10	4	4	3	4	7
AVIL	9	7	6	7	7
GDF11	9	7	6	6	9
BLOC1S1	9	9	9	6	7
TROAP	5	8	5	5	5
ESPL1	5	8	5	4	4
KRT7	9	9	8	5	2
HNRNPA1	7	4	3	5	4
LTV1	4	4	3	4	6
CD164	4	4	4	8	6
AFG1L	9	7	9	6	7
HEY2	4	8	5	6	6
STX11	4	3	3	9	6
RAB11FIP5	7	1	9	4	6
DYSF	7	9	9	5	4
CCDC142	9	9	4	7	7
KCNMB4	7	5	9	4	7
GNS	7	1	9	6	4
MDM2	9	7	6	7	9
KLHL36	9	1	6	8	9
MPHOSPH6	4	4	4	6	6
KIAA0513	9	9	6	7	8
FHOD1	7	1	5	5	7
CCDC102A	8	3	4	8	6
PCNX2	6	7	1	7	9
TAF5L	4	4	3	4	6
GLUL	7	1	3	4	4
STX6	4	1	9	8	7
DHX9	4	4	3	4	4
KIAA1614	9	7	6	8	9
NIBAN1	9	6	6	8	7
LAMC1	4	4	3	4	6
RC3H1	6	6	6	7	9
SP110	1	3	2	1	1
SERPINE2	3	9	7	6	1
DNAJB2	9	7	4	7	9
TMBIM1	4	4	4	6	6
CYP27A1	9	9	4	8	6
ARMC9	9	3	6	6	2
CAB39	6	6	1	7	9
COX5B	9	1	9	4	6
TGFBRAP1	7	1	9	6	7
CKAP4	8	4	9	8	2
APPL2	4	4	8	6	6
DRAM1	8	3	4	1	8
WASHC4	4	3	6	6	7
SLC41A2	8	3	4	1	8
FLNB	9	9	8	6	9
RNASEH2B	6	7	1	7	9
CKAP2	5	8	3	5	4
TBC1D4	4	4	2	4	4
PHF11	8	3	4	1	2
RPL13AP25	7	1	9	5	7
LMO7	3	7	8	6	2
ITM2B	4	4	4	6	6
NUDT15	7	8	9	4	6
SCRN1	9	1	4	8	6
TNS3	8	3	4	1	2
CHST12	6	7	6	7	9
IGF2BP3	7	4	9	8	7
RAPGEF5	5	4	2	9	5
RAC1	9	7	9	8	9
KDELR2	4	4	3	4	9
IL6	4	4	4	4	2
CCM2	9	7	9	6	9
TTYH3	7	1	9	6	7
CIDEB	4	1	3	4	6
ZFHX2	8	2	4	8	7
MTHFS	4	4	6	8	2
ALPK3	3	2	8	6	2
CALCOCO2	9	1	6	8	6
RSAD1	4	1	4	4	6
SRSF1	7	4	5	4	7
TACO1	4	1	3	6	6
LIMD2	6	6	1	7	9
RTP4	1	1	4	3	1
NDUFB5	4	4	3	6	6
MRPL47	4	4	3	4	6
TRA2B	4	4	3	4	6
TBR1	6	6	6	7	9
TANK	8	3	4	8	2
GATA4	7	1	2	4	4
SKIL	3	3	8	6	2
EPRS1	4	4	9	4	7
VPS45	7	1	3	4	7
SMPD4	7	1	3	4	6
WDR33	4	1	3	4	7
IMP4	7	1	9	4	7
HS6ST1	7	5	5	4	7
GYPC	3	9	8	8	6
YME1L1	4	4	4	8	6
LRRC8A	7	1	9	6	9
TXN	4	4	3	5	6
SMC2	5	8	5	4	4
NIBAN2	7	1	3	4	7
ST6GALNAC4	4	1	4	4	7
TMOD1	8	1	4	8	6
STXBP1	4	5	3	4	6
KIF12	8	1	2	8	7
ATP6V1G1	4	4	8	6	2
GABBR2	7	1	9	5	7
PSMB7	9	1	9	8	7
XPA	7	1	2	8	4
ANP32B	5	4	5	5	5
ARPC5L	7	5	5	4	4
APTX	4	1	3	4	7
RNF38	7	1	3	6	4
TLN1	9	1	3	4	6
DNAJB5	8	7	6	8	2
SPAG8	3	3	1	7	2
RPS6	7	1	9	5	4
CNPY3	9	7	9	8	9
FOXP4	9	3	9	6	9
PPIL1	4	4	9	4	7
KIF13A	8	1	1	1	7
GMPR	4	1	2	8	6
TFAP2A	8	3	4	1	9
YIPF3	9	3	1	8	2
TMEM14B	4	4	6	8	7
CAPN11	7	9	9	6	7
SLC22A23	7	1	2	8	4
TUBB2A	4	4	3	9	6
LRRC1	9	9	6	6	7
BPHL	9	7	6	7	9
RIPK1	4	1	9	8	6
TUBB2B	4	4	9	9	6
HMGA1	5	1	2	5	5
TCF19	5	4	5	4	4
FLOT1	7	9	3	5	4
IER3	3	3	8	6	1
RNF144B	7	1	2	8	5
HLA-F	8	3	9	1	2
NRM	4	1	4	4	7
FAM8A1	7	5	3	6	4
MGARP	5	5	5	4	4
FCHSD2	7	1	3	4	4
ARRB1	9	7	6	8	9
THAP12	4	1	3	6	7
IL18BP	8	1	2	1	6
NUMA1	9	9	1	6	7
RAB30	4	4	9	6	6
LRRC32	5	5	5	4	5
PRCP	8	2	2	8	2
RNF121	8	2	4	8	2
MRPL15	4	4	3	4	7
GGH	8	2	6	8	2
SULF1	3	6	1	1	2
SDCBP	5	4	2	9	4
DDX60	1	3	4	3	1
TMPRSS4	9	7	6	7	9
DCUN1D5	4	4	3	4	6
RDX	7	1	3	6	7
PPP2R1B	8	3	9	8	6
FDX1	4	4	3	4	7
CASP1	8	3	2	1	6
SQOR	8	1	2	9	8
THBS1	3	9	8	6	9
NUSAP1	5	8	5	5	5
KIF23	5	8	5	5	4
ITGA11	3	7	7	6	1
KNL1	7	5	4	6	7
TUBGCP4	9	7	9	6	9
UACA	3	7	8	6	2
SMAD6	7	5	5	4	6
TMEM62	8	3	9	8	2
DUOX1	9	7	6	7	7
RSL24D1	4	4	4	4	6
BCAR3	7	5	3	4	4
RABGGTB	4	4	3	4	6
IFI44L	1	3	9	3	3
GIPC2	9	7	3	7	9
ARHGAP29	7	5	2	4	4
IFI44	1	3	4	3	1
RPL7P9	7	5	9	5	4
RTCA	4	4	3	4	6
SELENOI	4	4	3	6	9
ADCY3	4	4	3	4	6
RAB1A	4	4	4	6	6
ACTR2	4	4	3	4	7
SLC3A1	9	9	7	7	9
SIX3	6	7	1	7	9
CENPO	4	4	9	4	6
LRPPRC	7	5	9	4	7
MYOF	7	5	2	4	4
LOXL4	9	1	9	6	2
KIF11	5	8	5	5	7
CUZD1	7	1	5	4	7
TACC2	9	7	6	8	9
DUSP5	5	1	2	9	5
CALHM2	7	5	5	6	4
ARL3	9	3	8	6	9
CEP55	5	8	4	5	5
KIF20B	5	8	5	5	5
ENTPD1	9	7	6	7	9
EXOC6	7	1	2	8	4
DNAJC13	4	4	3	8	4
ANXA7	4	3	5	8	7
FAM149B1	4	8	3	4	4
ZNF365	4	4	6	6	2
DNA2	4	1	3	6	4
AOX1	7	1	9	4	4
BARD1	4	8	4	6	4
PPIG	4	4	3	8	6
IDH1	4	4	4	6	6
OLA1	7	4	3	4	4
ITPRID2	7	5	3	4	7
CHRNA1	3	3	8	6	1
ITGAV	3	2	1	1	1
SLC40A1	7	5	4	6	5
SLC35A5	4	4	3	8	6
SENP7	9	7	6	7	9
COX17	4	4	9	8	6
PARP9	1	3	2	3	3
SPPL2A	8	3	6	1	2
GLCE	7	4	5	4	4
APH1B	7	1	3	6	4
UBL7	9	6	4	7	9
ARHGAP24	5	4	2	4	4
HERC3	4	4	3	4	6
HERC6	1	3	2	3	1
HERC5	8	1	9	1	2
PCDH10	4	5	8	6	6
AP1AR	4	4	3	4	7
COPS4	7	5	3	4	4
HNRNPD	5	4	3	4	4
RASGEF1B	6	6	1	7	9
FGF5	8	3	6	9	8
FGF2	4	1	8	5	6
BMPR1B	6	6	1	7	9
MMRN1	5	5	2	5	5
PDE5A	8	3	6	1	2
G3BP2	4	4	4	4	6
SEPTIN11	4	2	9	8	9
SCARB2	4	1	4	8	6
CNOT6L	9	7	6	7	7
CENPE	5	8	5	5	4
GSTCD	4	1	3	4	6
CASP6	4	1	6	6	7
PPP3CA	6	7	1	7	9
RGS3	3	2	8	5	1
GABARAPL1	3	1	4	6	2
FGD4	9	1	6	6	7
ETFBKMT	6	7	1	7	9
PRICKLE1	7	5	5	6	4
NDUFA9	9	7	6	7	9
CLSTN3	9	3	6	7	9
TAPBPL	8	3	9	1	2
AMIGO2	3	3	7	6	2
SCAF11	9	3	6	6	2
LRIG3	9	3	6	6	2
GLIPR1	3	2	8	8	1
PHLDA1	5	1	2	8	5
TMTC3	6	3	1	1	7
SNRPF	4	4	3	5	7
GAS2L3	4	8	3	6	7
MMAB	6	7	1	7	9
GLTP	7	5	3	4	7
MTMR6	4	4	3	6	6
SLC46A3	3	3	7	6	1
SLC7A1	7	2	9	5	7
ACVRL1	9	1	9	8	9
BRCA2	7	8	5	4	7
CERS5	9	7	9	6	9
GALNT6	7	1	2	4	7
HNRNPA1L2	7	1	3	5	4
ESD	7	1	9	4	4
SBNO1	9	7	1	7	9
DIAPH3	4	8	3	6	6
MBNL2	8	2	2	8	7
CBLN3	8	3	2	8	6
NOVA1	6	6	1	7	6
TMX1	4	4	9	6	6
FRMD6	3	2	1	8	2
PELI2	7	1	4	6	4
RAB15	7	2	3	4	7
EFCAB11	6	6	1	7	9
AK7	9	7	9	7	7
FBLN5	3	9	7	6	1
WARS1	8	9	2	1	6
WDR20	4	4	9	6	6
NIPA2	4	4	4	4	6
MFAP1	7	4	3	6	7
TCF12	4	1	3	6	7
SERF2	9	9	9	6	6
GCNT3	6	6	1	7	9
GTF2A2	4	4	3	4	6
BAHD1	4	4	4	4	7
DISP2	9	7	6	7	9
TLE3	8	3	2	4	7
ANP32A	7	1	9	5	7
UBE2Q2	4	4	3	6	6
TSPAN3	4	4	3	4	6
TLNRD1	4	4	3	4	7
TPM1	3	6	7	7	1
IGF1R	6	6	6	7	9
USP3	7	1	9	6	7
PML	8	3	2	1	2
ULK3	7	1	3	4	4
PCSK6	6	7	1	7	9
HAPLN3	3	3	8	7	1
POLG	4	1	3	4	7
FANCI	5	4	5	4	4
ABHD2	7	5	5	4	4
DET1	4	1	4	4	4
MFGE8	9	3	6	7	2
FURIN	4	4	9	5	6
IQGAP1	4	4	4	4	6
SEC11A	4	4	3	5	6
GLYR1	7	5	3	4	4
PMM2	9	3	6	6	9
TGFB1I1	9	3	6	6	2
CDR2	4	4	9	6	6
IGSF6	9	7	6	7	9
ARHGAP17	7	1	5	4	4
MARVELD3	9	7	6	7	9
ZFHX3	6	7	6	7	9
CPNE2	7	1	3	4	6
NLRC5	8	3	6	8	2
ADAMTS18	5	5	5	5	5
