symbol	all	control	tgf	tnf	mix
COX5A	4	4	3	4	6
CPNE7	9	3	9	6	6
TRIM73	9	7	6	7	2
RFLNA	8	2	2	9	8
HYI	9	9	3	4	4
GAK	9	1	3	8	7
TUFM	7	1	3	5	4
RMI1	7	4	3	6	7
CTC1	4	1	2	8	7
EIF3K	9	9	9	6	7
SNX18	7	1	3	6	6
AURKB	5	8	5	5	5
MRFAP1	4	4	4	4	6
RCC2	4	2	5	4	6
DPM3	9	1	4	7	7
FARSA	7	1	3	4	6
C10orf67	6	6	6	7	9
SAMD4B	7	1	4	4	7
GIMAP7	7	5	9	6	5
ZNF664	4	4	3	8	7
CALR	9	3	1	7	2
MAGED1	9	9	8	6	2
GVQW3	6	6	1	7	9
LDLRAD3	7	1	3	4	7
RAD23A	7	1	5	4	7
PTPN11	4	2	4	4	6
WSCD1	7	1	4	4	4
CLK3	9	7	6	7	7
GATA2	7	5	5	4	4
ELMOD2	4	3	6	6	6
VWA1	3	3	8	6	2
GEMIN4	7	1	5	4	7
FJX1	7	5	3	4	7
HTR1D	3	3	8	6	2
CDC42EP4	7	5	2	4	4
LACC1	8	3	6	8	2
MAF1	9	6	6	7	9
FLJ37453	9	7	6	6	7
APOBEC3B	5	8	5	4	4
PIPOX	9	7	4	6	7
ATP8B5P	9	3	1	7	6
FOXS1	3	3	8	6	1
CDH5	7	4	3	4	4
PCBP1-AS1	4	4	3	4	4
MYADM	4	2	5	4	9
SERTAD2	4	1	6	4	6
CITED4	8	2	2	9	8
SSC5D	9	7	8	7	9
ZNF771	9	7	6	6	7
TSHZ1	7	5	3	6	4
ZADH2	6	7	1	1	9
ANKRD18A	7	1	9	8	7
ACTA2-AS1	9	9	9	8	9
RCC1	7	4	3	5	4
RPL23P6	7	4	9	5	4
PLD5	6	6	1	7	9
MTURN	4	1	4	4	4
ZNF609	7	1	2	4	7
MCFD2	4	4	3	4	6
GAS1	3	3	8	6	1
NRIP1	8	2	9	9	7
SKIDA1	9	7	9	7	9
MB21D2	4	1	4	4	7
PCGF5	4	1	6	8	6
SHISA2	6	6	1	7	9
GPR157	9	7	6	7	7
SLC36A4	7	1	9	4	7
ARSJ	7	1	9	8	4
SSR4	9	9	9	6	6
ZNF792	4	1	3	6	6
OXTR	9	3	6	4	7
ST20	9	7	4	8	9
PITPNB	4	4	3	4	6
LRRC57	9	7	6	7	7
MRPL14	4	3	9	4	6
ZFP82	3	7	1	7	2
NQO1	5	5	2	5	5
TRAPPC5	9	9	9	4	9
METTL23	4	1	9	8	6
SLC26A11	7	1	3	8	7
HIGD1A	4	4	6	8	2
F2R	4	4	4	6	7
HLA-V	9	7	9	6	7
NPM1	4	4	4	5	4
ZNF746	4	4	9	4	6
POLR2A	7	1	5	4	4
LRRC75A	7	9	9	5	7
DDX60L	1	3	6	3	1
RAP2B	4	4	3	8	4
SGSH	7	9	2	4	4
RPL24P4	7	1	3	5	7
SETD2	4	4	9	6	7
ANKRD62	9	7	6	6	9
TNFSF15	8	3	1	7	2
PHLDA2	8	2	9	8	2
ATG9B	7	5	5	4	4
PLAG1	9	7	6	7	7
MACIR	4	5	4	8	6
COPG1	9	9	6	7	9
RNF41	9	7	6	8	9
SLC2A4	9	7	6	7	7
COA4	4	4	5	4	6
GINS3	7	1	5	6	7
LOC100996643	8	7	1	1	2
IDH2	9	7	8	6	9
GET1	4	4	3	4	4
NOP10	4	4	5	4	7
ZNF708	9	7	9	7	9
UBA7	8	9	6	1	1
MRPS16	7	1	9	4	7
SHISAL2A	9	7	6	7	9
ARL6IP4	9	9	6	7	7
EXT1	4	1	6	6	2
MOB2	9	7	4	7	7
HHIPL1	9	3	9	8	6
BACE2	3	6	1	8	2
AP1S2	4	4	3	4	7
C8orf33	7	1	9	4	7
KCNJ14	9	9	1	6	8
FBXL6	9	1	4	8	7
C1S	8	1	4	1	2
PLCXD1	9	7	9	7	9
PGBD4	9	7	6	7	9
TSHZ2	9	7	8	7	9
KPNA2	5	8	3	5	4
BGN	3	9	7	6	1
GLRX5	7	4	3	5	4
MXRA7	9	9	6	6	7
LIMK2	4	4	8	4	2
ADI1	9	7	6	6	6
TRAK1	9	1	4	8	2
PLCB1	7	4	2	8	4
TTC3	9	1	8	6	9
TSKU	9	3	8	8	2
ANXA2	7	1	3	8	4
HOXB4	4	4	4	6	6
PAQR7	6	6	1	7	9
CRIP2	9	9	9	6	9
C16orf72	4	4	3	4	6
COL18A1	7	1	9	4	9
CEP63	7	1	3	6	7
SRPRA	4	4	3	4	6
EWSR1	4	4	3	4	6
MTA1	7	1	9	5	4
ZNF662	9	7	9	7	9
CADM1	6	6	1	7	9
PYCR1	3	3	8	6	2
SPNS2	7	1	2	4	4
CAMK1D	9	7	6	7	9
AFMID	9	7	6	6	9
GAS6	3	6	7	7	1
NEB	9	7	6	7	9
ARHGEF37	7	1	6	6	4
CHST6	9	9	6	7	7
HSP90AB3P	4	4	9	4	7
RUVBL2	7	1	9	4	7
GDPGP1	6	6	1	7	9
WT1-AS	6	6	1	7	9
PTTG1IP	4	1	8	6	2
DDX41	9	9	9	4	7
CCBE1	7	1	2	8	4
SELENOF	4	4	4	4	6
RPSAP19	7	1	9	4	7
TUBB	4	4	3	4	4
KIAA2026	4	1	9	6	7
FHL3	9	3	9	6	2
NPIPA1	4	1	6	6	6
OR7E38P	9	1	3	8	9
GRIN2A	6	6	1	7	9
ASB7	4	4	4	6	6
MX2	1	7	9	3	3
RNF5	9	7	6	6	9
SETD3	4	4	3	4	6
TNFAIP8L3	7	1	2	4	4
TANGO2	9	7	6	7	7
ZNF438	7	1	3	4	4
HMCES	7	1	3	4	7
DGCR6	7	1	3	4	7
ALYREF	7	4	3	5	7
RFLNB	9	9	8	5	9
NOG	6	6	1	7	9
UPP1	7	1	5	4	4
LHFPL6	4	4	3	8	6
TMEM50A	4	4	4	8	6
TBK1	4	4	9	6	6
CBX6	7	1	3	4	4
MACC1	6	6	1	7	9
TBL3	9	9	3	4	7
ACP7	9	7	6	7	9
KCTD16	3	9	7	6	2
ZNF703	7	1	9	6	6
CCR4	9	9	6	6	9
BTBD9	6	6	1	7	9
NUDT14	9	9	9	6	9
ANKRD45	9	7	6	7	7
GPR39	7	1	9	6	4
IQGAP3	6	7	1	7	7
TOB2	7	1	9	4	7
PRKX	9	7	6	7	9
KMT5A	4	4	9	4	6
SMTN	9	7	5	5	7
ST6GALNAC3	5	5	5	4	5
ACTG1	7	1	9	5	6
TBX1	9	9	8	6	6
EIF3C	9	9	9	6	7
CLDN5	5	9	2	4	5
LRTOMT	9	7	6	7	9
CRELD2	4	3	9	4	6
GPR173	9	3	6	7	9
PPP1R2	4	1	6	6	7
TSPYL2	7	1	9	6	4
CMSS1	7	4	3	6	7
PCDH9	9	7	6	7	9
OAF	7	5	5	5	4
ALDH1A3	8	1	3	1	4
TM2D3	6	6	1	7	9
EFNA5	6	6	1	7	2
CSF1	8	2	2	9	8
CCR10	9	1	9	8	9
TXNRD2	3	9	8	6	9
DUSP8	9	7	4	6	9
SOCS3	7	5	3	4	6
XPOT	4	1	9	6	9
STING1	8	6	2	1	2
SNN	7	4	2	9	4
SEPTIN9	7	9	2	4	4
CDCA2	5	8	3	4	4
SEPTIN5	9	9	8	6	9
ATL3	4	8	3	4	6
NDUFA12	4	4	3	6	6
SMIM10	7	1	4	4	4
APOO	4	4	3	8	7
ARMCX2	4	4	4	8	6
H1-10	6	6	1	7	4
JAG2	9	1	4	5	7
FMNL1	9	6	6	8	7
PTRHD1	9	1	6	6	6
USP18	1	2	2	3	1
TMEM106A	8	3	4	8	6
AP3M1	4	4	3	4	6
MAFF	9	3	2	4	7
SEMA4B	7	8	9	9	4
CIB1	9	7	6	7	9
ANKS1B	6	7	6	7	9
FLRT2	6	6	1	7	9
ANO9	8	3	6	1	8
FAF1	9	7	9	8	9
FAM43A	7	9	2	4	4
C6orf120	7	1	3	4	4
PURA	9	3	4	7	9
MIXL1	6	6	1	7	9
DDX51	9	7	6	7	9
NOMO2	7	1	5	4	6
IFITM2	8	9	2	1	6
TNFAIP2	2	3	2	2	8
TCEAL9	4	4	3	6	6
RAB11B	9	9	6	6	7
PPIL6	9	7	6	7	9
UBALD2	9	1	8	6	9
ARL15	9	3	6	6	6
TCN2	7	9	2	4	4
GAS2L1	7	4	5	5	6
PRKN	9	7	6	6	7
SMYD3	4	3	8	6	2
METTL7A	7	5	3	6	4
FAM174B	7	1	9	6	6
PARPBP	7	4	9	4	7
ROR1	3	6	7	6	1
FAAP100	9	9	9	6	9
IRF7	8	7	2	1	1
NR2F2	7	5	5	6	5
OLFML2A	9	7	6	7	9
INKA1	9	7	8	6	9
PCGF3	4	4	3	6	6
P4HB	9	9	6	8	2
ZFP36L1	5	2	5	9	7
UBE2L3	4	4	3	4	6
BRWD1	9	7	9	7	9
POU3F1	6	6	6	7	9
MYBL1	4	8	4	8	4
ANKFY1	8	3	9	8	2
IFIT1	1	3	9	3	3
MORF4L1	4	4	3	4	7
DMWD	6	6	1	7	9
SLC52A2	9	1	6	4	6
BCAP31	7	1	3	4	7
DNAH14	9	7	9	6	7
CCDC190	3	2	8	6	2
NPIPB4	9	7	6	7	9
ZNF829	9	7	6	7	7
TRIM69	8	3	6	1	2
ATP6V0C	4	1	9	4	6
IFITM1	1	9	3	3	1
KLHL34	6	7	6	7	9
ZNF267	8	3	3	8	7
SHOX	6	6	6	7	7
SLITRK2	9	3	4	8	9
RASA3	4	1	9	6	6
LRCH3	9	7	6	7	7
NDUFA13	9	9	6	7	9
ZNF284	6	6	6	7	9
AIDA	4	4	9	8	6
GSAP	9	3	4	8	7
LOC440895	9	7	6	7	9
CENATAC	9	9	6	7	9
POLR1D	7	4	9	6	4
SAPCD2	5	8	5	5	4
PPP1CC	7	5	3	4	4
NUDT17	4	1	3	6	6
GOLGA8R	9	7	6	8	7
FCAR	9	7	9	7	9
KPNA4	4	4	9	4	7
RPS23	7	4	9	5	4
BTN3A2	6	6	1	1	9
INSIG1	4	3	4	4	7
TMEM222	9	9	9	6	7
OR9Q1	6	6	1	7	2
SEPTIN10	7	1	9	4	7
FOXD2	9	7	4	7	2
CEACAM19	9	9	9	7	9
SMIM29	9	7	6	8	6
UBE2H	4	1	4	6	7
PDE2A	5	5	2	5	5
ZFP91	4	5	3	4	7
C17orf58	7	1	2	8	5
CYP27C1	9	7	6	6	9
HYAL3	8	1	6	8	2
ZNF397	6	6	1	7	2
TPCN1	7	1	2	4	6
TRABD2A	9	9	6	7	9
PDZD7	6	6	1	7	9
POFUT2	9	1	9	6	2
ERCC6L	5	8	5	4	4
ZDHHC17	9	1	6	6	2
RHD	9	9	8	7	9
PTRH1	9	7	6	7	9
TMEM262	9	9	4	6	9
C3orf70	9	7	6	8	9
NAP1L1	7	1	9	4	7
LILRA5	9	7	9	7	7
LYPD6	8	3	4	1	2
AKR1C1	7	5	5	6	4
LOC388282	6	6	1	1	2
MT1X	8	2	3	4	8
GCNT1	4	5	9	6	6
SESTD1	4	1	4	8	6
FNBP1	7	9	9	4	4
MAGED4B	3	3	8	7	2
BCAM	9	9	9	7	7
CHP1	7	9	3	4	4
C11orf96	5	5	5	4	5
COL4A1	3	2	7	8	1
GJA4	3	9	7	5	9
PTMA	4	4	3	4	7
HSPA14	4	4	4	4	6
IFT140	9	9	9	6	6
ZNF286A	9	7	6	7	9
ISG15	1	3	9	3	3
EXD3	9	9	6	8	7
SAMD11	7	1	5	4	7
SPRY4	7	4	5	4	7
TRPV2	4	9	6	8	6
AMTN	3	3	8	8	1
THSD4	9	9	8	8	9
TCEA1	4	8	3	4	6
PEAR1	7	4	3	4	4
EIF4EBP1	7	1	5	4	7
LRRC74B	9	7	6	7	9
LDLRAD2	9	9	9	8	9
C17orf99	9	7	6	7	9
S100A3	8	3	4	9	7
COL4A5	7	5	3	6	5
AGRN	6	6	6	1	2
FAM166A	4	8	3	4	6
LAMTOR4	9	9	3	4	7
PRKAR1B	7	9	9	6	7
DCUN1D3	4	1	4	4	4
POTEE	9	6	6	6	9
ZNF793	9	7	6	7	6
TUBB4B	5	8	5	5	4
HES4	9	7	9	8	2
CENPP	4	4	3	4	7
PLSCR1	1	3	3	1	1
H3-5	4	3	6	8	2
CERKL	3	3	8	6	1
SLC24A5	4	4	4	4	7
IER5L	9	9	8	6	9
H2AX	5	8	5	5	4
LCTL	9	7	6	7	9
MIR3667HG	9	7	9	7	9
CCDC9B	9	6	4	7	2
RALGAPA2	7	9	9	8	4
S100A16	7	1	2	4	4
PTAR1	9	7	8	6	7
ZDHHC9	7	1	9	4	9
SMIM15	4	4	4	6	6
RBM34	4	4	9	6	6
NHLRC3	9	7	6	7	9
CNR2	9	7	6	7	7
LINC00910	9	7	6	7	9
RPL14	7	1	9	4	4
RPSAP47	6	7	1	7	9
RPL10AP2	7	1	9	5	4
INSYN2A	9	7	4	6	9
HACD4	9	7	6	8	6
USP32P1	9	7	9	7	9
NDUFA4	4	4	3	6	6
RELN	8	7	1	1	2
TMEM120A	8	9	2	9	4
BLOC1S3	9	7	3	7	2
PLAC9	7	9	3	4	7
UBE2Q2P1	9	7	1	6	9
S100A13	9	9	9	6	6
MAOA	5	5	5	5	5
PNRC2	4	2	4	4	6
RRP7A	9	7	9	4	9
FAM53B	7	1	9	6	4
RPS2P46	7	1	4	5	4
HMGB1	7	8	9	5	4
BLOC1S2	4	4	4	6	6
PAX5	6	6	1	7	9
TDRD7	8	1	4	8	2
KIAA0895L	9	7	3	6	6
AKR1C3	7	5	3	6	4
FAT4	7	5	3	6	4
KIF19	9	7	6	7	9
RPS2P4	7	1	3	5	4
TMEM63A	9	7	1	7	9
HRCT1	3	9	8	6	6
ZNF766	9	7	6	7	7
ZNF836	6	6	1	7	2
ZNF493	6	6	6	7	9
NIF3L1	4	4	3	6	6
IARS1	4	4	3	4	6
GIMAP5	7	9	6	4	5
CD55	4	4	9	8	6
WDR5	7	1	5	4	7
NUDT11	4	4	4	4	7
SRGAP2B	4	4	3	6	6
ZNF774	9	7	6	6	9
PTPN1	7	4	2	4	7
EVL	7	9	9	6	7
EPHB4	7	5	5	4	4
ZNF765	9	7	9	7	9
XRCC6	9	7	3	4	7
TRAPPC2	6	7	6	7	9
C20orf96	9	7	9	7	9
IPO4	7	1	5	4	7
NCOR2	3	3	8	6	2
SULT1A1	9	9	6	7	9
PRPF40A	4	4	6	4	6
GDAP2	6	6	1	7	9
AFAP1	4	1	8	6	6
NACA	7	1	3	4	7
MYO18A	9	7	3	7	9
MME	7	9	2	6	5
SULF2	3	3	8	6	2
PLXNB2	9	3	6	7	2
MYO6	9	3	4	8	9
MRTFA	9	3	6	7	9
MMP1	7	5	2	4	5
HRH1	9	3	9	4	9
ZKSCAN5	9	7	1	8	9
LINC00173	6	9	6	7	9
NF1	9	7	6	7	9
VKORC1L1	4	4	9	6	6
DAPK1	7	1	5	6	4
COL27A1	8	2	4	8	8
CD47	8	1	4	1	8
TLE1	4	4	3	6	6
MAML3	7	1	3	6	4
STRN3	6	6	6	7	9
ZSCAN16	7	1	3	4	4
ARID5A	8	3	9	8	2
CBWD3	9	7	6	7	9
LAMB3	8	4	2	9	8
PDLIM7	6	6	1	7	9
FLNA	6	6	6	6	9
SRGAP1	6	6	1	7	9
FAM3C	4	1	4	8	6
NOP9	4	4	9	6	6
SLC39A10	7	1	9	4	4
SCOC-AS1	9	7	4	7	7
CASP4	8	2	2	8	6
FUT11	9	9	6	7	9
METTL9	7	1	9	4	4
ZNF100	9	9	6	6	7
ANXA6	9	9	8	6	2
GMFB	9	9	8	6	6
H4C3	5	8	5	5	5
KIAA1671	7	5	3	4	4
IGF2R	4	4	3	6	4
GAL3ST4	9	3	6	7	2
DYNC1H1	9	9	6	8	9
PCBP2	7	1	3	5	4
PGAP1	7	5	9	6	4
ACSL5	8	1	9	8	6
LRRC8B	7	5	4	4	4
NEK5	6	7	6	7	9
PSMD12	4	4	3	6	6
MIRLET7BHG	9	3	9	7	9
NOL4L	3	3	8	7	2
ENTPD4	9	1	6	6	9
C1D	9	1	6	6	6
FAM110D	9	7	8	7	9
RAD54B	4	5	4	6	7
SVIL	4	4	9	8	7
LRP10	9	1	4	8	6
PELI1	3	4	8	6	2
DACT3	9	7	6	7	9
ADARB1	9	1	8	6	9
VEPH1	4	4	9	6	7
GSTK1	9	9	9	8	7
HNRNPAB	4	4	3	4	6
STMN3	9	7	4	8	6
PDGFA	4	2	9	5	2
COL13A1	5	5	2	5	5
ZNF665	9	7	9	6	9
FAM177B	8	3	9	9	8
MIB2	9	9	9	7	9
MYO5A	7	4	5	4	4
SIPA1L1	3	9	8	6	2
COL4A6	5	5	2	4	5
HOXA4	8	3	2	9	7
TOPORS	4	4	9	6	7
ENTPD6	7	9	5	4	4
ENPP1	6	7	1	7	9
FAR1	4	4	9	6	6
SERPINB2	5	8	2	2	5
DPP4	7	5	3	6	4
PDCD1LG2	8	3	9	1	2
SPTAN1	7	9	9	6	4
RPE	4	4	3	4	6
RPS26	9	9	6	6	9
PSAP	4	9	3	8	6
S100A10	6	9	4	7	4
RPL37A	9	9	6	5	7
HOXC6	6	6	6	7	9
MCMBP	4	4	4	4	4
CCDC180	9	7	6	7	9
OCLN	9	9	9	7	7
INKA2	7	5	9	6	4
SGTB	4	3	4	8	6
KIF13B	7	1	4	6	4
TEAD4	7	5	5	5	4
SPG7	9	7	6	7	9
ERO1A	9	3	4	8	9
ZNF71	8	3	9	8	7
S100A6	6	6	1	7	7
RPL12	7	1	9	5	4
ZNF121	6	6	1	7	9
MPZL1	4	2	3	8	6
C1orf122	9	3	8	6	2
SNHG12	4	1	3	4	6
MRPL42	4	1	4	6	2
RPS4X	9	9	6	6	7
ZNF84	9	7	9	7	7
MAK16	4	4	3	4	6
SIRPA	3	3	8	5	2
PRIM1	7	4	3	4	4
MARCHF5	4	4	4	8	6
SULT1C4	9	7	4	7	2
CD2AP	8	4	9	8	6
MAN1A2	4	1	9	4	9
SVIP	5	5	5	4	4
TFDP1	4	8	3	4	4
SZT2	9	9	9	6	7
CSF2RA	6	7	6	7	9
DDX42	4	4	3	4	6
RPL23A	7	1	9	5	4
UBL5	9	3	6	7	6
HELZ	9	1	6	6	9
UCKL1	7	1	3	4	6
CARD11	4	2	3	6	2
TMEM239	9	7	6	6	8
PIM3	4	4	3	4	6
GET3	9	1	4	4	7
ASPH	4	4	3	6	6
GFPT1	9	1	4	6	2
UVRAG	4	2	3	4	7
ZNF26	9	7	6	7	2
ITSN2	8	2	4	8	2
MT1F	9	1	3	8	7
TCAF1	4	4	4	6	2
TXNRD1	5	4	2	9	5
ZXDB	4	4	2	8	7
ZNF587	9	7	6	7	9
TPM2	7	2	2	5	7
SH3BGRL2	7	1	5	4	4
MAFK	3	3	8	6	1
WDHD1	7	8	5	4	7
CTNND1	4	3	9	4	9
DDX39B	9	7	3	4	7
COPS8	4	5	3	4	6
CCDC69	9	9	6	8	7
MDM4	6	6	1	7	9
STK39	4	4	8	6	2
TAT	9	7	4	6	7
CALM1	9	9	6	6	9
TUSC1	4	1	4	8	7
PAPSS2	4	4	3	4	6
GPX6	9	7	6	7	7
ECI2	5	5	5	4	5
CTR9	4	4	3	8	6
ZNF652	6	6	1	7	9
SMURF1	4	2	4	8	2
MTCO3P12	4	4	3	4	6
PLXNB3	9	7	6	7	9
RPL10A	7	1	9	5	4
APCDD1L	7	5	5	5	7
CNOT7	6	6	1	7	9
ZNF521	7	9	9	6	4
PNP	4	4	8	5	6
ZNF358	9	9	9	6	7
INPP5F	6	6	1	7	9
HMGN2	5	8	5	5	5
SELENOM	8	3	6	1	1
OPA1	4	4	9	6	6
RYR3	9	7	6	7	9
ZNF277	6	9	1	7	9
SELENOT	4	4	3	4	6
TOX	8	1	4	8	6
RUSC2	4	2	4	6	6
OSTC	4	4	4	6	6
R3HDM4	9	7	3	8	7
TSEN15	4	4	3	6	6
RUNDC1	9	7	9	6	7
GRK5	7	9	9	6	4
ITPRIPL1	6	6	1	7	9
CAPZA2	7	1	3	6	7
PRC1	5	8	5	5	5
MAP3K3	9	9	6	6	7
SREBF2	7	1	2	4	7
RPL39	9	1	9	6	7
DZIP3	4	4	3	8	7
APRT	7	1	9	4	7
L3MBTL3	4	1	4	6	7
DMD	7	1	9	6	6
NAGA	7	4	3	4	4
TGM2	7	1	3	5	5
ARMCX6	9	9	4	8	6
LOC100128906	6	6	6	7	9
COX20	4	4	3	4	6
SAMD5	9	7	9	6	2
TEDDM1	9	9	6	7	9
PRDX6-AS1	9	3	4	6	2
CENPW	5	8	5	5	5
PLPP4	3	3	8	6	2
H2AC18	8	3	2	8	2
SNHG5	7	1	9	5	4
GDI1	9	9	9	6	2
SOX18	5	5	5	5	5
RHOXF2B	6	6	1	7	9
INPP5B	9	7	6	7	7
MAFB	7	5	4	4	4
GIGYF2	7	1	6	6	7
RUFY2	6	6	1	7	9
PHACTR4	9	7	6	8	9
KIFC1	7	1	9	4	4
DAXX	4	3	4	8	7
BMPR2	9	4	8	6	9
PSMB8-AS1	8	3	4	1	2
COL5A2	3	3	8	1	2
PSMB8	8	1	4	1	2
TAP2	8	2	2	1	2
MRPL38	9	7	3	8	7
SDHD	7	5	3	4	7
SNHG32	7	1	9	4	7
HSPA1B	6	6	6	7	9
HSPA1A	9	3	4	8	2
CARD16	8	7	2	1	6
ABHD16A	4	4	9	8	6
CSNK2B	4	3	9	4	7
FAM155A	7	1	2	6	4
PRRC2A	6	7	1	7	9
LTB	8	3	2	9	8
MICB	9	3	4	8	2
HLA-C	1	3	2	1	1
POU5F1	9	7	4	6	7
ABCF1	9	1	4	4	7
LINC01123	4	4	8	6	6
HLA-E	8	1	2	8	6
TRIM39	4	3	3	6	6
PPP1R11	9	7	4	8	6
RACK1	9	9	6	4	7
TBC1D8	7	5	3	6	7
GABBR1	8	3	4	1	8
C9orf135	3	9	7	6	4
DCTN1	7	1	5	4	4
FAM216A	4	4	9	5	6
MZT1	4	8	3	4	6
SPINK9	4	1	6	6	6
UQCC3	9	7	9	6	7
TRIM13	6	6	1	7	9
C11orf91	7	1	2	5	7
ZBTB10	4	3	4	9	6
C4orf46	4	8	9	6	7
LGR4	9	9	9	6	4
PSMB10	8	3	2	1	2
E2F4	7	1	5	4	7
PDE7A	9	7	3	9	7
ADGRG1	5	4	2	4	5
SAMD9	1	4	9	3	1
C2CD4B	8	3	1	9	7
TMSB4X	7	5	8	6	4
TMEM256	7	9	9	5	4
HMGN1	4	4	4	5	6
EIF3CL	9	9	6	6	7
MFSD2B	5	1	5	4	4
LIN52	6	6	6	7	9
ITSN1	4	2	3	8	7
ITPRIPL2	9	3	6	7	9
CRYZL1	9	7	6	7	9
LINC01531	9	7	6	7	9
LOH12CR2	9	3	9	1	6
RPS3AP47	7	5	9	5	4
NYNRIN	9	9	8	6	9
JPT2	4	4	9	4	6
HERC2P9	9	9	4	7	6
DUXAP8	9	7	8	7	9
ANKUB1	9	9	4	6	9
LOC100652833	6	6	1	7	9
CLIC1	9	1	6	8	6
RAB12	6	6	1	7	9
HLA-B	1	3	2	3	3
UBD	1	3	6	3	8
HLA-A	1	3	2	1	1
HACD2	4	4	3	4	7
VGLL3	7	1	5	6	7
ANKRD28	7	5	3	6	4
MIR12136	6	6	6	7	9
GPX3	7	9	9	5	4
SELENOH	9	1	9	6	6
STK38L	3	3	8	6	1
SACM1L	4	1	4	6	6
SLC48A1	7	1	2	4	4
TRBC2	5	5	5	5	5
LINC01089	7	9	9	6	7
RTL8B	7	1	9	4	6
RPL15P3	7	4	3	5	4
RNF208	9	9	2	6	7
NUP62	8	3	2	8	7
SCAF8	4	4	3	4	6
ACKR1	9	9	9	8	7
RPS7P8	9	1	9	6	7
FAM24B	5	5	2	4	5
TRIM59	4	8	9	4	7
MLLT11	3	4	6	8	2
GIMAP1	7	5	3	6	4
LOC100130018	7	1	3	4	4
EEF1A1P16	4	4	9	4	4
SUPT4H1	4	4	3	8	6
EEF1B2P6	4	4	4	5	4
RPS6P26	9	7	6	7	2
IFITM9P	8	1	3	1	1
NRAS	7	4	9	4	4
RPL9P18	7	1	3	4	7
RPS18P2	7	4	4	5	4
RPL21P18	4	1	9	6	6
MXD3	4	3	3	6	6
ARHGAP19	4	1	3	4	6
LCAT	9	7	6	7	9
RPL18AP3	7	1	9	5	7
ERV3-1	9	7	6	7	9
SRA1	9	3	9	6	2
DNAJC9	4	8	5	4	4
RPLP0P6	7	1	9	5	4
VDAC1	4	2	3	4	6
RPL11P3	9	7	6	6	7
LEPROT	4	1	3	6	6
LBH	3	3	8	6	2
PPP1CB	4	3	4	8	6
TREX1	8	3	9	8	2
S1PR3	4	4	2	4	7
RPS3AP20	7	4	9	5	4
UGT2B11	6	7	1	7	2
RPS2P21	7	1	3	5	4
EMP2	6	6	1	7	9
KCTD11	9	3	6	6	2
RPL21P75	7	1	9	5	7
RPL7AP62	7	1	9	5	6
EEF1B2P2	4	4	3	5	6
PPM1N	6	6	1	7	9
LTB4R	9	7	9	4	7
DNASE1	6	6	1	7	9
RPL13AP13	9	1	4	7	2
ITGA1	9	3	9	8	2
TAX1BP3	7	3	9	4	9
ZNF90	7	1	9	5	7
GANC	9	7	6	7	9
REPIN1	7	1	9	4	4
UCA1	7	7	9	5	7
TSPAN4	7	1	2	4	4
RPS18P14	7	3	4	5	4
LYRM4	9	9	6	7	7
MYCBP	4	4	3	4	6
ALG3	4	1	9	4	7
PTMAP5	4	4	3	4	7
APTR	7	1	9	6	7
RPS3AP36	7	4	9	5	4
RPS3AP26	7	4	9	5	4
TUBAP2	4	4	3	4	6
RPL7P1	7	1	9	5	4
PPME1	3	1	7	5	1
STARD10	9	3	4	7	9
RPS15AP1	7	1	9	4	7
MEG3	9	9	6	7	7
CPEB1	9	7	4	7	9
EML6	9	7	1	7	2
IFRD2	7	1	3	4	7
TOMM6	7	1	3	4	7
RPS3AP21	4	1	4	5	4
LINC01588	9	7	6	7	9
ZSWIM7	4	1	9	6	6
ARHGEF28	7	1	9	6	9
CRPPA	9	7	6	7	9
NPIPA7	4	4	4	6	6
RTL10	7	1	3	6	7
RPL24P7	4	4	9	4	7
PHB2	7	1	3	4	7
MSMP	7	7	5	4	4
VPS16	9	9	3	8	7
RPS2P54	7	1	9	5	7
RPL17-C18orf32	7	1	9	5	6
BCORP1	6	7	1	7	9
ARHGAP27P1-BPTFP1-KPNA2P3	4	8	3	4	7
TNFRSF25	9	7	6	7	9
LOC100129138	9	5	1	6	7
CYB5RL	9	7	6	7	9
HSPA5P1	4	4	3	8	6
C1orf167	9	7	9	6	2
ATAD3C	6	6	1	7	9
IFI30	1	7	6	3	1
LOC730101	4	4	4	4	4
RPS2P55	7	4	9	5	4
RPL10P1	7	9	9	5	4
RPS18P8	7	4	4	5	4
PRELID1P1	4	3	9	4	6
CKLF	3	4	8	6	2
TENM3	7	1	2	8	4
RPL27AP6	7	1	9	5	7
LINC00339	9	7	8	7	2
RNASEK	9	3	2	8	9
RPS2P29	7	1	9	5	4
VAMP2	6	6	1	7	9
RPS3P4	4	1	9	4	7
HTR5A-AS1	9	7	1	7	7
RPL21P119	7	1	9	5	4
RPL21P16	7	1	9	4	4
LL22NC03-63E9.3	9	7	4	6	9
PPP3CB-AS1	9	7	1	7	9
FANCG	7	8	3	4	4
AP4M1	9	7	4	8	7
PLXNA4	4	5	8	5	6
PPP2R2A	4	1	4	8	6
TRIM16	3	3	6	8	1
SLC12A8	9	7	6	7	9
APOL6	8	6	6	1	2
FADS3	6	6	1	7	9
UBA52	9	9	9	6	6
KIAA2012-AS1	6	7	6	7	9
CYTOR	3	9	8	6	1
RN7SKP247	9	9	4	6	6
FTH1P10	8	9	2	1	9
EEF1A1P8	4	1	4	4	4
TMSB4XP4	7	5	8	6	4
RPL17P9	7	1	9	4	7
